ID,Grupo,Aleatorizacao,Bloco_Apresentacao,Ordem_Apresentacao,Codigo_Pseudo,Pseudopalavra,Vizinhanca_Fonologica,Vizinhanca_Tonicidade,Tonicidade_Producao,Informante,Tempo_Resposta,Palavra_Alvo,Tonicidade_Alvo,Estrutura_Palavra,Segmento_Modificado,Taxa_Similaridade,Validacao,Taxa_Validacao,Silaba_Modificada,Idade,Genero,Escolaridade,Area_Formacao,Linguas,Musica,Naturalidade
128,1,s,2,37,176,daficil,NA,NA,oxítona,T.A.,1894,difícil,paroxítona,CV-CV-CVC,vogal,1,s,10,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
129,2,s,2,38,154,bavaga,NA,NA,paroxítona,T.A.,1841,canadá,oxítona,CV-CV-CV,consoante,5,s,1,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
130,2,s,2,39,126,dabaza,NA,NA,paroxítona,T.A.,2667,paraná,oxítona,CV-CV-CV,consoante,5,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
131,4,s,2,40,149,firufo,sem_padrao,paroxitona_9,paroxítona,T.A.,2458,farofa,paroxítona,CV-CV-CV,vogal,3,n,4,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
132,4,s,2,41,127,vupadel,NA,NA,oxítona,T.A.,2204,mutável,paroxítona,CV-CV-CVC,consoante,5,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
133,3,s,2,42,168,codaver,NA,NA,paroxítona,T.A.,2099,cadáver,paroxítona,CV-CV-CVC,vogal,2,s,9,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
134,3,s,2,43,100,jutiter,NA,NA,paroxítona,T.A.,2056,júpiter,proparoxítona,CV-CV-CVC,consoante,1,s,10,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
135,3,s,2,44,128,safuri,NA,NA,oxítona,T.A.,2012,safári,paroxítona,CV-CV-CV,vogal,3,s,9,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
136,2,s,2,45,164,dipinar,nar_oxitono_10,oxitona_10,oxítona,T.A.,2022,militar,oxítona,CV-CV-CVC,consoante,7,n,4,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
137,1,s,2,46,174,copital,NA,NA,oxítona,T.A.,1894,capital,oxítona,CV-CV-CVC,vogal,2,s,10,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
138,3,s,2,47,172,muvavel,NA,NA,oxítona,T.A.,02.08,mutável,paroxítona,CV-CV-CVC,consoante,3,s,9,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
139,3,s,2,48,133,mutazel,NA,NA,oxítona,T.A.,2.11,mutável,paroxítona,CV-CV-CVC,consoante,1,s,9,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
140,3,s,2,49,99,cabate,ate_paroxitono_8,paroxitona_9,oxítona,T.A.,1952,cabaré,oxítona,CV-CV-CV,consoante,2,n,1,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
141,1,s,2,50,121,canaga,ga_paroxitona_4,paroxitona_6,paroxítona,T.A.,02.04,canadá,oxítona,CV-CV-CV,consoante,1,n,4,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
142,1,s,2,51,157,naturol,NA,NA,oxítona,T.A.,1838,natural,oxítona,CV-CV-CVC,vogal,2,s,10,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
143,2,s,2,52,122,pitidar,NA,NA,oxítona,T.A.,1966,militar,oxítona,CV-CV-CVC,consoante,5,s,1,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
144,4,s,2,53,96,fabeta,NA,NA,paroxítona,T.A.,2007,mazela,paroxítona,CV-CV-CV,consoante,7,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
145,1,s,2,54,158,cacater,NA,NA,paroxítona,T.A.,1897,caráter,paroxítona,CV-CV-CVC,consoante,3,s,10,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
146,2,s,2,55,145,decode,decote_4,paroxitona_7,paroxítona,T.A.,1878,década,proparoxítona,CV-CV-CV,vogal,2,n,4,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
147,4,s,2,56,95,bareno,NA,NA,paroxítona,T.A.,1.91,camelô,oxítona,CV-CV-CV,consoante,5,q,3,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
148,2,s,2,57,114,papilor,NA,NA,oxítona,T.A.,1.93,popular,oxítona,CV-CV-CVC,vogal,3,s,1,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
149,3,s,2,58,146,poleto,boleto_3_polenta_3,paroxitona_8,paroxítona,T.A.,2035,paletó,oxítona,CV-CV-CV,vogal,2,n,3,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
150,3,s,2,59,139,tisaca,aca_paroxitona_7,paroxitona_9,paroxítona,T.A.,1928,tísica,proparoxítona,CV-CV-CV,vogal,1,n,1,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
151,1,s,2,60,138,canida,$can_7,paroxitona_4,paroxítona,T.A.,1.89,canadá,oxítona,CV-CV-CV,vogal,3,n,1,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
152,3,s,2,61,112,docega,NA,NA,paroxítona,T.A.,2139,cócega,proparoxítona,CV-CV-CV,consoante,2,s,8,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
153,3,s,2,62,97,lateta,eta_paroxitona_7,paroxitona_9,paroxítona,T.A.,2011,pateta,paroxítona,CV-CV-CV,consoante,3,n,5,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
154,3,s,2,63,144,japali,NA,NA,oxítona,T.A.,1948,javali,oxítona,CV-CV-CV,consoante,3,s,10,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
155,4,s,2,64,141,livoval,NA,NA,oxítona,T.A.,2006,lavável,paroxítona,CV-CV-CVC,vogal,3,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
156,4,s,2,65,125,mazole,NA,NA,oxítona,T.A.,1876,mazela,paroxítona,CV-CV-CV,vogal,2,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
157,2,s,2,66,170,faduril,NA,NA,oxítona,T.A.,1969,federal,oxítona,CV-CV-CVC,vogal,3,q,3,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
158,1,s,2,67,117,dipicil,NA,NA,oxítona,T.A.,1911,difícil,paroxítona,CV-CV-CVC,consoante,2,s,10,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
159,4,s,2,68,120,pamezo,NA,NA,paroxítona,T.A.,1.93,jaleco,paroxítona,CV-CV-CV,consoante,7,q,3,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
160,4,s,2,69,179,ritecar,NA,NA,oxítona,T.A.,3244,liminar,oxítona,CV-CV-CVC,consoante,10,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
161,3,s,2,70,134,cadaber,NA,NA,oxítona,T.A.,1869,cadáver,paroxítona,CV-CV-CVC,consoante,2,s,9,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
162,1,s,2,71,107,comife,$comi_8,paroxitona_7,oxítona,T.A.,1982,comitê,oxítona,CV-CV-CV,consoante,2,n,4,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
163,2,s,2,72,156,tatolo,NA,NA,paroxítona,T.A.,1896,título,proparoxítona,CV-CV-CV,vogal,2,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
164,4,s,2,73,116,vatabe,NA,NA,paroxítona,T.A.,3085,cabaré,oxítona,CV-CV-CV,consoante,7,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
165,2,s,2,74,161,conado,NA,NA,paroxítona,T.A.,1891,canadá,oxítona,CV-CV-CV,vogal,2,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
166,4,s,2,75,111,japutar,NA,NA,oxítona,T.A.,1.92,júpiter,proparoxítona,CV-CV-CVC,vogal,3,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
167,3,s,2,76,167,recival,NA,NA,oxítona,T.A.,1954,recital,oxítona,CV-CV-CVC,consoante,3,q,7,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
168,1,s,2,77,177,capifal,NA,NA,oxítona,T.A.,2429,capital,oxítona,CV-CV-CVC,consoante,2,s,9,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
169,3,s,2,78,104,secader,NA,NA,oxítona,T.A.,2058,secador,oxítona,CV-CV-CVC,vogal,2,s,9,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
170,1,s,2,79,142,difetor,NA,NA,oxítona,T.A.,2048,diretor,oxítona,CV-CV-CVC,consoante,3,s,10,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
171,2,s,2,80,119,coduga,NA,NA,paroxítona,T.A.,1.97,código,proparoxítona,CV-CV-CV,vogal,2,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
172,1,s,2,81,129,darater,NA,NA,oxítona,T.A.,1999,caráter,paroxítona,CV-CV-CVC,consoante,2,s,8,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
173,2,s,2,82,105,pipalor,NA,NA,paroxítona,T.A.,1916,popular,oxítona,CV-CV-CVC,vogal,3,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
174,1,s,2,84,159,siretor,NA,NA,oxítona,T.A.,1882,diretor,oxítona,CV-CV-CVC,consoante,2,s,9,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
175,3,s,2,85,135,cucega,NA,NA,paroxítona,T.A.,1.99,cócega,proparoxítona,CV-CV-CV,vogal,3,s,9,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
176,2,s,2,86,163,piceda,NA,NA,paroxítona,T.A.,1881,passado,paroxítona,CV-CV-CV,vogal,3,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
177,1,s,2,87,171,figuba,NA,NA,paroxítona,T.A.,3389,figura,paroxítona,CV-CV-CV,consoante,2,s,10,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
178,1,s,2,88,182,lapital,NA,NA,oxítona,T.A.,2007,capital,oxítona,CV-CV-CVC,consoante,3,s,8,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
179,4,s,2,89,113,tapina,tapinha_4,paroxitona_10,paroxítona,T.A.,1951,sádica,proparoxítona,CV-CV-CV,consoante,5,n,4,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
180,2,s,2,90,110,fapama,NA,NA,paroxítona,T.A.,1998,canadá,oxítona,CV-CV-CV,consoante,7,s,1,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
181,4,s,2,92,143,capeca,NA,NA,paroxítona,T.A.,3291,mazela,paroxítona,CV-CV-CV,consoante,9,q,3,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
182,3,s,2,93,109,juvali,NA,NA,oxítona,T.A.,2042,javali,oxítona,CV-CV-CV,vogal,3,s,10,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
183,1,s,3,1,237,pocivol,NA,NA,oxítona,T.A.,2017,possível,paroxítona,CV-CV-CVC,vogal,2,s,8,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
184,3,s,3,2,188,vacola,NA,NA,paroxítona,T.A.,1775,sacola,paroxítona,CV-CV-CV,consoante,2,q,7,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
185,4,s,3,3,207,firafe,girafa_4,paroxitona_10,paroxítona,T.A.,3105,farofa,paroxítona,CV-CV-CV,vogal,3,n,4,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
186,2,s,3,4,215,narafo,NA,NA,paroxítona,T.A.,2779,passado,paroxítona,CV-CV-CV,consoante,8,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
187,1,s,3,5,226,tobela,NA,NA,paroxítona,T.A.,1659,tabela,paroxítona,CV-CV-CV,vogal,2,s,10,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
188,1,s,3,7,198,pocibel,NA,NA,oxítona,T.A.,1938,possível,paroxítona,CV-CV-CVC,consoante,2,s,8,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
189,2,s,3,8,267,corutar,NA,NA,oxítona,T.A.,1829,caráter,paroxítona,CV-CV-CVC,vogal,3,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
190,2,s,3,9,208,dufical,NA,NA,oxítona,T.A.,1934,difícil,paroxítona,CV-CV-CVC,vogal,2,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
191,4,s,3,10,245,subata,NA,NA,paroxítona,T.A.,1891,súbito,proparoxítona,CV-CV-CV,vogal,2,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
192,4,s,3,11,261,comalo,NA,NA,paroxítona,T.A.,1679,camelô,oxítona,CV-CV-CV,vogal,2,q,3,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
193,1,s,3,12,194,parafa,$para_7,paroxitona_8,paroxítona,T.A.,1.76,paraná,oxítona,CV-CV-CV,consoante,3,n,0,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
194,3,s,3,13,243,taleto,talento_8,paroxitona_8,paroxítona,T.A.,1782,paletó,oxítona,CV-CV-CV,consoante,1,n,2,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
195,2,s,3,14,257,nubuvo,NA,NA,paroxítona,T.A.,2374,futuro,paroxítona,CV-CV-CV,consoante,7,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
196,2,s,3,15,274,camota,NA,NA,paroxítona,T.A.,2041,comitê,oxítona,CV-CV-CV,vogal,3,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
197,4,s,3,16,259,pifitar,NA,NA,oxítona,T.A.,1961,liminar,oxítona,CV-CV-CVC,consoante,8,s,1,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
198,4,s,3,17,213,sedoca,NA,NA,paroxítona,T.A.,1893,sádica,proparoxítona,CV-CV-CV,vogal,2,q,3,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
199,1,s,3,18,244,cidadu,NA,NA,paroxítona,T.A.,2781,cidade,paroxítona,CV-CV-CV,vogal,3,s,9,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
200,4,s,3,19,195,jopater,NA,NA,paroxítona,T.A.,1919,júpiter,proparoxítona,CV-CV-CVC,vogal,2,q,3,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
201,3,s,3,20,266,petula,NA,NA,paroxítona,T.A.,1932,pétala,proparoxítona,CV-CV-CV,vogal,3,s,9,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
202,4,s,3,21,204,tafeno,NA,NA,paroxítona,T.A.,1747,jaleco,paroxítona,CV-CV-CV,consoante,9,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
203,1,s,3,22,231,zidade,NA,NA,paroxítona,T.A.,1915,cidade,paroxítona,CV-CV-CV,consoante,1,s,8,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
204,4,s,3,23,221,ruvatel,NA,NA,oxítona,T.A.,2513,mutável,paroxítona,CV-CV-CVC,consoante,9,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
205,3,s,3,24,205,patala,ada_paroxitono_3,proparoxitona_6,paroxítona,T.A.,2011,pétala,proparoxítona,CV-CV-CV,vogal,1,n,6,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
206,2,s,3,25,273,lenipa,NA,NA,paroxítona,T.A.,3106,medida,paroxítona,CV-CV-CV,consoante,5,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
207,3,s,3,26,206,jupitor,NA,NA,oxítona,T.A.,02.01,júpiter,proparoxítona,CV-CV-CVC,vogal,2,s,9,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
208,3,s,3,27,247,recitol,$reci_9,oxitona_7,oxítona,T.A.,2299,recital,oxítona,CV-CV-CVC,vogal,2,n,4,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
209,4,s,3,28,192,fapatil,NA,NA,oxítona,T.A.,2179,lavável,paroxítona,CV-CV-CVC,consoante,10,s,1,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
210,4,s,3,29,262,salanel,NA,NA,oxítona,T.A.,1935,lavável,paroxítona,CV-CV-CVC,consoante,6,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
211,2,s,3,30,217,pacido,NA,NA,paroxítona,T.A.,1849,passado,paroxítona,CV-CV-CV,vogal,1,q,3,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
212,2,s,3,31,229,lapaca,NA,NA,paroxítona,T.A.,1909,paraná,oxítona,CV-CV-CV,consoante,9,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
213,3,s,3,32,260,pefala,aCa_paroxitona_4,proparoxitona_6,paroxítona,T.A.,2379,pétala,proparoxítona,CV-CV-CV,consoante,2,n,6,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
214,3,s,3,33,269,tisoca,oca_paroxitona_5,paroxitona_10,paroxítona,T.A.,1967,tísica,proparoxítona,CV-CV-CV,vogal,2,n,0,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
215,3,s,3,34,238,xabariz,NA,NA,oxítona,T.A.,2005,chafariz,oxítona,CV-CV-CVC,consoante,3,s,9,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
216,2,s,3,35,241,sedafa,NA,NA,paroxítona,T.A.,3421,década,proparoxítona,CV-CV-CV,consoante,7,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
217,3,s,3,36,201,juputer,NA,NA,proparoxítona,T.A.,2275,júpiter,proparoxítona,CV-CV-CVC,vogal,3,s,10,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
218,1,s,3,37,224,cidide,NA,NA,paroxítona,T.A.,2011,cidade,paroxítona,CV-CV-CV,vogal,3,s,8,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
219,3,s,3,38,211,tupiter,NA,NA,proparoxítona,T.A.,2761,júpiter,proparoxítona,CV-CV-CVC,consoante,3,s,9,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
220,3,s,3,39,242,pileto,$pVl_9,paroxitona_6,paroxítona,T.A.,1906,paletó,oxítona,CV-CV-CV,vogal,3,n,4,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
221,2,s,3,40,248,cunoda,NA,NA,paroxítona,T.A.,1814,canadá,oxítona,CV-CV-CV,vogal,2,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
222,1,s,3,41,199,perana,ana_paroxitona_5,paroxitona_10,paroxítona,T.A.,1919,paraná,oxítona,CV-CV-CV,vogal,3,n,0,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
223,1,s,3,42,264,numaro,NA,NA,paroxítona,T.A.,1881,número,proparoxítona,CV-CV-CV,vogal,1,s,8,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
224,2,s,3,43,210,fetara,NA,NA,paroxítona,T.A.,1964,futuro,paroxítona,CV-CV-CV,vogal,2,s,1,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
225,4,s,3,44,203,nafapir,NA,NA,oxítona,T.A.,2025,cadáver,paroxítona,CV-CV-CVC,consoante,10,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
226,2,s,3,45,279,revafa,NA,NA,paroxítona,T.A.,4586,década,proparoxítona,CV-CV-CV,consoante,9,q,3,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
227,1,s,3,46,209,natupal,NA,NA,oxítona,T.A.,2.41,natural,oxítona,CV-CV-CVC,consoante,3,s,9,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
228,1,s,3,47,265,cadada,ada_paroxitono_8,paroxitona_8,paroxítona,T.A.,2199,canadá,oxítona,CV-CV-CV,consoante,3,n,2,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
229,3,s,3,48,246,secodor,NA,NA,oxítona,T.A.,2074,secador,oxítona,CV-CV-CVC,vogal,2,s,9,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
230,3,s,3,49,220,mutaval,NA,NA,oxítona,T.A.,1917,mutável,paroxítona,CV-CV-CVC,vogal,1,s,8,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
231,2,s,3,50,233,midode,NA,NA,paroxítona,T.A.,2057,medida,paroxítona,CV-CV-CV,vogal,3,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
232,3,s,3,52,258,sacolo,NA,NA,paroxítona,T.A.,1998,sacola,paroxítona,CV-CV-CV,vogal,2,s,9,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
233,3,s,3,53,249,davavel,avel_paroxitono_9,paroxitona_10,oxítona,T.A.,2504,lavável,paroxítona,CV-CV-CVC,consoante,1,n,5,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
234,4,s,3,54,227,cubere,NA,NA,paroxítona,T.A.,2178,cabaré,oxítona,CV-CV-CV,vogal,2,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
235,1,s,3,55,219,comote,ote_paroxitono_8,paroxitona_10,paroxítona,T.A.,1904,comitê,oxítona,CV-CV-CV,vogal,2,n,0,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
236,2,s,3,56,193,zavaba,NA,NA,paroxítona,T.A.,2091,paraná,oxítona,CV-CV-CV,consoante,7,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
237,1,s,3,57,277,canadu,$can_9,paroxitona_oxitona_5,paroxítona,T.A.,5232,canadá,oxítona,CV-CV-CV,vogal,3,n,5,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
238,1,s,3,58,196,caputal,NA,NA,oxítona,T.A.,1935,capital,oxítona,CV-CV-CVC,vogal,3,s,8,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
239,1,s,3,59,236,lumero,NA,NA,paroxítona,T.A.,1968,número,proparoxítona,CV-CV-CV,consoante,1,s,9,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
240,1,s,3,60,275,caruter,NA,NA,paroxítona,T.A.,2291,caráter,paroxítona,CV-CV-CVC,vogal,3,s,9,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
241,2,s,3,61,278,napaver,NA,NA,oxítona,T.A.,3098,caráter,paroxítona,CV-CV-CVC,consoante,9,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
242,4,s,3,62,271,motevel,motel_5,oxitona_6,oxítona,T.A.,2658,mutável,paroxítona,CV-CV-CVC,vogal,2,n,5,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
243,1,s,3,63,225,digura,NA,NA,paroxítona,T.A.,2167,figura,paroxítona,CV-CV-CV,consoante,3,s,8,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
244,2,s,3,64,212,gonitel,NA,NA,oxítona,T.A.,1973,possível,paroxítona,CV-CV-CVC,consoante,8,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
245,3,s,3,65,270,relital,NA,NA,oxítona,T.A.,1991,recital,oxítona,CV-CV-CVC,consoante,2,q,7,2,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
246,2,s,3,66,254,dafocol,NA,NA,oxítona,T.A.,2.84,difícil,paroxítona,CV-CV-CVC,vogal,3,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
247,1,s,3,67,253,diretur,NA,NA,oxítona,T.A.,2063,diretor,oxítona,CV-CV-CVC,vogal,3,s,9,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
248,3,s,3,68,232,zutavel,avel_paroxitono_8,paroxitona_10,oxítona,T.A.,2343,mutável,paroxítona,CV-CV-CVC,consoante,2,n,3,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
249,2,s,3,69,235,zofire,NA,NA,paroxítona,T.A.,3932,comitê,oxítona,CV-CV-CV,consoante,8,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
250,2,s,3,70,240,lonutar,NA,NA,oxítona,T.A.,2192,popular,oxítona,CV-CV-CVC,consoante,8,s,1,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
251,4,s,3,71,234,sobite,NA,NA,paroxítona,T.A.,2839,súbito,proparoxítona,CV-CV-CV,vogal,3,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
252,1,s,3,72,272,camite,$caN_7,oxitona_4,oxítona,T.A.,2166,comitê,oxítona,CV-CV-CV,vogal,1,n,4,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
253,4,s,3,73,228,sebeta,NA,NA,paroxítona,T.A.,2072,súbito,proparoxítona,CV-CV-CV,vogal,3,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
254,3,s,3,74,252,lavatel,NA,NA,oxítona,T.A.,2177,lavável,paroxítona,CV-CV-CVC,consoante,3,s,9,3,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
255,3,s,3,75,202,mitavel,NA,NA,oxítona,T.A.,02.01,mutável,paroxítona,CV-CV-CVC,vogal,3,s,9,1,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
256,2,s,3,76,190,befipal,NA,NA,oxítona,T.A.,3185,federal,oxítona,CV-CV-CVC,consoante,10,s,2,0,33,Masculino,Superior Incompleto,Música,nenhuma,violoncelo,São Paulo
